segment,mean,median,max,sunlight_contamination
2015-01-26-7,26.42,17.79,91.26,0
2015-01-26-8,107.66,86.96,249.07,0
2015-01-26-9,155.49,166.04,249.07,0
2015-01-26-10,91.80,82.87,242.99,0
2015-01-26-11,68.54,62.79,202.77,0
2015-01-26-12,41.29,28.78,182.10,0
2015-01-26-13,41.14,26.36,244.97,0
2015-01-26-14,69.84,67.90,197.16,0
2015-01-26-15,77.31,81.79,165.86,0
2015-01-26-16,68.00,65.64,172.45,0
2015-01-26-17,35.03,29.61,134.49,0
2015-01-26-18,0.00,0.00,0.00,0
2015-01-26-19,0.00,0.00,0.00,0
2015-01-26-20,0.00,0.00,0.00,0
2015-01-26-21,0.00,0.00,0.00,0
2015-01-26-22,0.00,0.00,0.00,0
2015-01-26-23,0.00,0.00,0.00,0
2015-01-27-0,0.00,0.00,0.00,0
2015-01-27-1,0.00,0.00,0.00,0
2015-01-27-2,8.02,0.00,43.70,0
2015-01-27-3,15.17,13.59,96.75,0
2015-01-27-4,14.85,14.33,90.06,0
2015-01-27-5,23.84,16.84,248.62,0
2015-01-27-6,24.42,18.85,206.25,0
2015-01-27-7,15.76,11.01,147.63,0
2015-01-27-8,37.03,28.04,198.73,0
2015-01-27-9,39.03,43.21,180.40,0
2015-01-27-10,35.67,27.92,243.03,0
2015-01-27-11,45.50,28.59,226.77,0
2015-01-27-12,38.71,28.75,164.11,0
2015-01-27-13,41.99,35.95,105.43,0
2015-01-27-14,36.73,33.72,97.86,0
2015-01-27-15,23.26,14.22,95.67,0
2015-01-27-16,41.59,30.77,125.17,0
2015-01-27-17,47.88,53.55,151.80,0
2015-01-27-18,0.00,0.00,0.00,0
2015-01-27-19,0.00,0.00,0.00,0
2015-01-27-20,0.00,0.00,0.00,0
2015-01-27-21,0.00,0.00,0.00,0
2015-01-27-22,0.00,0.00,0.00,0
2015-01-27-23,0.00,0.00,0.00,0
2015-01-28-0,0.00,0.00,0.00,0
2015-01-28-1,0.00,0.00,0.00,0
2015-01-28-2,6.65,0.00,42.29,0
2015-01-28-3,18.94,17.95,137.62,0
2015-01-28-4,17.68,17.07,85.84,0
2015-01-28-5,21.15,18.75,146.30,0
2015-01-28-6,67.87,57.61,249.07,1
2015-01-28-7,65.47,61.71,242.70,0
2015-01-28-8,48.11,50.83,188.75,0
2015-01-28-9,40.94,41.77,190.30,0
2015-01-28-10,120.19,114.76,249.07,0
2015-01-28-11,97.36,92.45,216.57,0
2015-01-28-12,69.06,61.44,187.27,0
2015-01-28-13,24.72,18.00,80.15,0
2015-01-28-14,18.87,11.55,64.00,0
2015-01-28-15,15.94,9.21,61.78,0
2015-01-28-16,11.35,8.38,53.38,0
2015-01-28-17,14.57,13.08,84.64,0
2015-01-28-18,0.00,0.00,0.00,0
2015-01-28-19,0.00,0.00,0.00,0
2015-01-28-20,0.00,0.00,0.00,0
2015-01-28-21,0.00,0.00,0.00,0
2015-01-28-22,0.00,0.00,0.00,0
2015-01-28-23,0.00,0.00,0.00,0
2015-01-29-0,0.00,0.00,0.00,0
2015-01-29-1,0.00,0.00,0.00,0
2015-01-29-2,5.52,0.00,32.34,0
2015-01-29-3,16.33,15.80,31.76,0
2015-01-29-4,12.41,11.94,31.72,0
2015-01-29-5,13.16,11.85,32.89,0
2015-01-29-6,15.15,13.63,248.62,0
2015-01-29-7,18.23,15.94,248.50,0
2015-01-29-8,26.89,18.78,214.34,0
2015-01-29-9,42.02,24.09,237.06,0
2015-01-29-10,47.54,47.97,139.78,0
2015-01-29-11,40.71,34.91,93.83,0
2015-01-29-12,35.48,28.88,131.92,0
2015-01-29-13,32.52,23.29,178.66,0
2015-01-29-14,34.04,27.66,135.49,0
2015-01-29-15,46.44,43.14,117.34,0
2015-01-29-16,38.07,25.58,185.24,0
2015-01-29-17,19.51,0.00,161.52,0
2015-01-29-18,0.00,0.00,0.00,0
2015-01-29-19,0.00,0.00,0.00,0
2015-01-29-20,0.00,0.00,0.00,0
2015-01-29-21,0.00,0.00,0.00,0
2015-01-29-22,0.00,0.00,0.00,0
2015-01-29-23,0.00,0.00,0.00,0
2015-01-30-0,0.00,0.00,0.00,0
2015-01-30-1,0.00,0.00,0.00,0
2015-01-30-2,4.59,0.00,33.21,0
2015-01-30-3,17.65,16.68,68.41,0
2015-01-30-4,16.12,14.56,49.72,0
2015-01-30-5,17.12,15.32,182.38,0
2015-01-30-6,19.75,19.54,69.34,0
2015-01-30-7,28.39,24.78,248.96,1
2015-01-30-8,37.59,30.65,239.54,1
2015-01-30-9,85.08,43.66,247.42,0
2015-01-30-10,49.05,30.95,210.97,0
2015-01-30-11,20.41,19.05,91.81,0
2015-01-30-12,16.91,15.10,78.01,0
2015-01-30-13,28.77,24.67,73.73,0
2015-01-30-14,14.57,12.16,55.20,0
2015-01-30-15,8.61,6.26,41.58,0
2015-01-30-16,9.61,7.36,54.73,0
2015-01-30-17,9.37,0.00,81.18,0
2015-01-30-18,0.00,0.00,0.00,0
2015-01-30-19,0.00,0.00,0.00,0
2015-01-30-20,0.00,0.00,0.00,0
2015-01-30-21,0.00,0.00,0.00,0
2015-01-30-22,0.00,0.00,0.00,0
2015-01-30-23,0.00,0.00,0.00,0
2015-01-31-0,0.00,0.00,0.00,0
2015-01-31-1,0.00,0.00,0.00,0
2015-01-31-2,1.34,0.00,27.23,0
2015-01-31-3,6.12,4.72,23.56,1
2015-01-31-4,19.79,21.09,34.16,1
2015-01-31-5,21.90,22.95,34.09,1
2015-01-31-6,21.22,22.45,33.73,0
2015-01-31-7,21.40,22.11,33.39,0
2015-01-31-8,28.61,24.01,240.64,1
2015-01-31-9,115.20,127.08,237.79,1
2015-01-31-10,74.37,79.92,203.99,1
2015-01-31-11,66.79,47.38,223.82,0
2015-01-31-12,60.25,66.86,213.66,0
2015-01-31-13,54.56,55.25,195.45,0
2015-01-31-14,40.44,38.30,183.25,0
2015-01-31-15,36.78,32.92,104.84,0
2015-01-31-16,43.53,39.22,124.49,0
2015-01-31-17,41.69,5.98,179.29,0
2015-01-31-18,0.00,0.00,0.00,0
2015-01-31-19,0.00,0.00,0.00,0
2015-01-31-20,0.00,0.00,0.00,0
2015-01-31-21,0.00,0.00,0.00,0
2015-01-31-22,0.00,0.00,0.00,0
2015-01-31-23,0.00,0.00,0.00,0
2015-02-01-0,0.00,0.00,0.00,0
2015-02-01-1,0.00,0.00,0.00,0
2015-02-01-2,2.41,0.00,35.71,0
2015-02-01-3,23.67,24.86,35.58,0
2015-02-01-4,17.61,17.74,31.57,0
2015-02-01-5,16.39,16.57,30.28,0
2015-02-01-6,19.44,19.11,72.65,0
2015-02-01-7,33.46,27.93,81.92,1
2015-02-01-8,83.40,35.51,229.98,1
2015-02-01-9,176.63,186.77,248.96,1
2015-02-01-10,109.26,95.24,247.48,1
2015-02-01-11,90.39,85.92,242.23,0
2015-02-01-12,70.05,82.92,221.82,1
2015-02-01-13,23.92,23.63,81.06,1
2015-02-01-14,27.72,24.35,139.04,0
2015-02-01-15,36.27,27.00,148.81,0
2015-02-01-16,42.84,23.51,244.28,0
2015-02-01-17,3.82,0.00,35.77,0
2015-02-01-18,0.00,0.00,0.00,0
2015-02-01-19,0.00,0.00,0.00,0
2015-02-01-20,0.00,0.00,0.00,0
2015-02-01-21,0.00,0.00,0.00,0
2015-02-01-22,0.00,0.00,0.00,0
2015-02-01-23,0.00,0.00,0.00,0
2015-02-02-0,0.00,0.00,0.00,0
2015-02-02-1,0.00,0.00,0.00,0
2015-02-02-2,1.25,0.00,36.99,0
2015-02-02-3,24.61,30.58,109.69,1
2015-02-02-4,62.83,48.20,242.23,1
2015-02-02-5,59.69,59.15,249.07,1
2015-02-02-6,109.78,88.77,249.07,0
2015-02-02-7,139.05,131.27,248.96,0
2015-02-02-8,92.95,112.19,198.24,1
2015-02-02-9,22.31,16.45,103.70,1
2015-02-02-10,174.35,190.99,249.07,1
2015-02-02-11,130.57,147.67,247.25,1
2015-02-02-12,91.27,105.21,243.94,1
2015-02-02-13,118.89,120.04,249.07,0
2015-02-02-14,76.33,88.41,124.70,0
2015-02-02-15,108.14,108.70,211.27,0
2015-02-02-16,120.87,124.27,247.82,0
2015-02-02-17,30.19,0.00,158.98,0
2015-02-02-18,0.00,0.00,0.00,0
2015-02-02-19,0.00,0.00,0.00,0
2015-02-02-20,0.00,0.00,0.00,0
2015-02-02-21,0.00,0.00,0.00,0
2015-02-02-22,0.00,0.00,0.00,0
2015-02-02-23,0.00,0.00,0.00,0
2015-02-03-0,0.00,0.00,0.00,0
2015-02-03-1,0.00,0.00,0.00,0
2015-02-03-2,1.24,0.00,37.73,0
2015-02-03-3,24.73,23.96,212.98,1
2015-02-03-4,31.80,23.67,214.69,0
2015-02-03-5,28.63,21.08,208.06,0
2015-02-03-6,46.64,28.42,239.45,0
2015-02-03-7,91.62,85.17,249.07,0
2015-02-03-8,74.94,88.89,217.85,1
2015-02-03-9,117.92,121.12,239.45,1
2015-02-03-10,152.67,143.35,249.07,1
2015-02-03-11,133.11,124.57,249.07,1
2015-02-03-12,20.04,17.21,97.06,1
2015-02-03-13,11.36,9.51,45.61,1
2015-02-03-14,85.88,95.50,209.29,0
2015-02-03-15,76.80,83.58,163.00,0
2015-02-03-16,35.93,35.34,89.78,0
2015-02-03-17,3.68,0.00,45.16,0
2015-02-03-18,0.00,0.00,0.00,0
2015-02-03-19,0.00,0.00,0.00,0
2015-02-03-20,0.00,0.00,0.00,0
2015-02-03-21,0.00,0.00,0.00,0
2015-02-03-22,0.00,0.00,0.00,0
2015-02-03-23,0.00,0.00,0.00,0
2015-02-04-0,0.00,0.00,0.00,0
2015-02-04-1,0.00,0.00,0.00,0
2015-02-04-2,0.91,0.00,31.39,0
2015-02-04-3,24.52,26.83,35.59,0
2015-02-04-4,19.31,19.87,31.19,0
2015-02-04-5,19.56,19.90,32.94,0
2015-02-04-6,21.49,20.87,195.20,0
2015-02-04-7,30.57,24.38,205.30,0
2015-02-04-8,50.87,29.69,218.53,1
2015-02-04-9,90.03,74.05,231.84,1
2015-02-04-10,88.60,93.28,174.33,0
2015-02-04-11,123.43,118.23,248.96,1
2015-02-04-12,121.38,117.40,248.73,0
2015-02-04-13,106.64,112.76,221.87,0
2015-02-04-14,82.03,92.55,151.52,0
2015-02-04-15,56.73,44.67,164.90,0
2015-02-04-16,45.00,34.88,137.82,0
2015-02-04-17,9.06,0.00,97.23,0
2015-02-04-18,0.00,0.00,0.00,0
2015-02-04-19,0.00,0.00,0.00,0
2015-02-04-20,0.00,0.00,0.00,0
2015-02-04-21,0.00,0.00,0.00,0
2015-02-04-22,0.00,0.00,0.00,0
2015-02-04-23,0.00,0.00,0.00,0
2015-02-05-0,0.00,0.00,0.00,0
2015-02-05-1,0.00,0.00,0.00,0
2015-02-05-2,0.22,0.00,20.58,0
2015-02-05-3,17.92,18.04,62.86,0
2015-02-05-4,12.90,11.81,51.91,0
2015-02-05-5,13.32,11.94,35.25,0
2015-02-05-6,13.43,12.41,35.43,0
2015-02-05-7,14.16,13.64,35.18,0
2015-02-05-8,14.63,14.00,32.44,0
2015-02-05-9,40.66,24.95,249.07,0
2015-02-05-10,107.95,96.22,248.66,0
2015-02-05-11,100.23,100.74,218.08,0
2015-02-05-12,144.57,136.85,249.07,0
2015-02-05-13,124.97,127.05,242.75,0
2015-02-05-14,94.13,95.70,187.78,0
2015-02-05-15,126.80,125.32,248.96,0
2015-02-05-16,119.17,120.28,248.62,0
2015-02-05-17,11.10,0.00,204.31,0
2015-02-05-18,0.00,0.00,0.00,0
2015-02-05-19,0.00,0.00,0.00,0
2015-02-05-20,0.00,0.00,0.00,0
2015-02-05-21,0.00,0.00,0.00,0
2015-02-05-22,0.00,0.00,0.00,0
2015-02-05-23,0.00,0.00,0.00,0
2015-02-06-0,0.00,0.00,0.00,0
2015-02-06-1,0.00,0.00,0.00,0
2015-02-06-2,0.00,0.00,0.00,0
2015-02-06-3,15.84,15.91,34.71,0
2015-02-06-4,7.41,6.27,23.51,0
2015-02-06-5,7.84,6.26,45.02,0
2015-02-06-6,8.52,6.97,34.59,0
2015-02-06-7,11.47,9.45,69.19,0
2015-02-06-8,16.10,13.42,128.84,0
2015-02-06-9,20.23,15.00,195.38,0
2015-02-06-10,21.41,17.16,210.02,0
2015-02-06-11,26.13,19.31,219.53,0
2015-02-06-12,20.26,18.91,98.89,0
2015-02-06-13,43.03,23.32,248.39,0
2015-02-06-14,31.21,25.83,147.31,0
2015-02-06-15,17.87,18.51,64.47,0
2015-02-06-16,22.85,20.08,94.03,0
2015-02-06-17,4.71,0.00,90.06,0
2015-02-06-18,0.00,0.00,0.00,0
2015-02-06-19,0.00,0.00,0.00,0
2015-02-06-20,0.00,0.00,0.00,0
2015-02-06-21,0.00,0.00,0.00,0
2015-02-06-22,0.00,0.00,0.00,0
2015-02-06-23,0.00,0.00,0.00,0
2015-02-07-0,0.00,0.00,0.00,0
2015-02-07-1,0.00,0.00,0.00,0
2015-02-07-2,0.00,0.00,0.00,0
2015-02-07-3,15.19,14.97,38.59,0
2015-02-07-4,7.23,6.87,23.22,0
2015-02-07-5,5.02,4.19,21.14,0
2015-02-07-6,5.68,4.17,31.57,0
2015-02-07-7,28.14,17.01,228.26,0
2015-02-07-8,71.45,56.20,248.96,0
2015-02-07-9,68.54,68.75,225.33,0
2015-02-07-10,145.55,150.72,249.07,0
2015-02-07-11,99.63,104.44,234.41,0
2015-02-07-12,43.08,44.86,201.15,0
2015-02-07-13,48.95,55.36,187.25,0
2015-02-07-14,95.90,84.96,248.96,0
2015-02-07-15,111.79,112.53,225.03,0
2015-02-07-16,107.09,101.38,216.82,0
2015-02-07-17,8.25,0.00,185.87,0
2015-02-07-18,0.00,0.00,0.00,0
2015-02-07-19,0.00,0.00,0.00,0
2015-02-07-20,0.00,0.00,0.00,0
2015-02-07-21,0.00,0.00,0.00,0
2015-02-07-22,0.00,0.00,0.00,0
2015-02-07-23,0.00,0.00,0.00,0
2015-02-08-0,0.00,0.00,0.00,0
2015-02-08-1,0.00,0.00,0.00,0
2015-02-08-2,0.00,0.00,0.00,0
2015-02-08-3,15.26,16.26,33.54,0
2015-02-08-4,11.16,9.24,88.43,0
2015-02-08-5,13.54,10.40,92.79,0
2015-02-08-6,20.43,16.99,173.51,0
2015-02-08-7,73.80,62.90,246.22,0
2015-02-08-8,94.89,92.64,243.19,0
2015-02-08-9,57.27,60.55,193.39,0
2015-02-08-10,30.70,31.92,86.51,0
2015-02-08-11,23.19,23.88,61.00,0
2015-02-08-12,29.47,23.03,117.05,0
2015-02-08-13,24.65,24.55,59.48,0
2015-02-08-14,5.37,0.00,43.91,0
2015-02-08-15,0.00,0.00,0.00,0
2015-02-08-16,0.00,0.00,0.00,0
2015-02-08-17,0.00,0.00,0.00,0
2015-02-08-18,0.00,0.00,0.00,0
2015-02-08-19,0.00,0.00,0.00,0
2015-02-08-20,0.00,0.00,0.00,0
2015-02-08-21,0.00,0.00,0.00,0
2015-02-08-22,0.00,0.00,0.00,0
2015-02-08-23,0.00,0.00,0.00,0
2015-02-09-0,0.00,0.00,0.00,0
2015-02-09-1,0.00,0.00,0.00,0
2015-02-09-2,0.00,0.00,0.00,0
2015-02-09-3,0.00,0.00,0.00,0
2015-02-09-4,8.31,9.77,27.04,0
2015-02-09-5,8.51,8.00,31.74,0
2015-02-09-6,9.17,8.00,35.23,0
2015-02-09-7,9.48,8.00,43.37,0
2015-02-09-8,9.43,7.42,100.28,0
2015-02-09-9,12.36,8.01,170.89,0
2015-02-09-10,17.90,9.79,178.57,0
2015-02-09-11,13.03,9.21,65.75,0
2015-02-09-12,11.57,9.51,50.73,0
2015-02-09-13,13.53,9.61,109.84,0
2015-02-09-14,63.93,58.77,237.78,0
2015-02-09-15,47.92,40.85,248.73,0
2015-02-09-16,38.83,36.04,119.66,0
2015-02-09-17,0.85,0.00,56.10,0
2015-02-09-18,0.00,0.00,0.00,0
2015-02-09-19,0.00,0.00,0.00,0
2015-02-09-20,0.00,0.00,0.00,0
2015-02-09-21,0.00,0.00,0.00,0
2015-02-09-22,0.00,0.00,0.00,0
2015-02-09-23,0.00,0.00,0.00,0
2015-02-10-0,0.00,0.00,0.00,0
2015-02-10-1,0.00,0.00,0.00,0
2015-02-10-2,0.00,0.00,0.00,0
2015-02-10-3,14.00,14.84,43.24,0
2015-02-10-4,10.60,9.19,38.35,0
2015-02-10-5,9.53,7.43,51.69,0
2015-02-10-6,9.63,7.71,37.65,0
2015-02-10-7,9.14,7.98,31.08,0
2015-02-10-8,10.36,8.29,33.20,0
2015-02-10-9,11.28,8.29,82.92,0
2015-02-10-10,15.37,8.94,193.23,0
2015-02-10-11,13.27,8.90,127.36,0
2015-02-10-12,12.10,9.19,45.68,0
2015-02-10-13,12.72,10.09,46.50,0
2015-02-10-14,31.33,20.79,129.55,0
2015-02-10-15,24.54,20.95,70.71,0
2015-02-10-16,20.90,20.33,68.18,0
2015-02-10-17,0.00,0.00,0.00,0
2015-02-10-18,0.00,0.00,0.00,0
2015-02-10-19,0.00,0.00,0.00,0
2015-02-10-20,0.00,0.00,0.00,0
2015-02-10-21,0.00,0.00,0.00,0
2015-02-10-22,0.00,0.00,0.00,0
2015-02-10-23,0.00,0.00,0.00,0
2015-02-11-0,0.00,0.00,0.00,0
2015-02-11-1,0.00,0.00,0.00,0
2015-02-11-2,0.00,0.00,0.00,0
2015-02-11-3,16.98,20.68,34.14,0
2015-02-11-4,11.57,11.87,24.41,0
2015-02-11-5,7.32,7.98,24.12,0
2015-02-11-6,4.55,4.73,21.77,0
2015-02-11-7,4.53,4.74,21.77,0
2015-02-11-8,5.06,5.35,21.17,0
2015-02-11-9,9.86,8.02,152.53,0
2015-02-11-10,12.73,9.19,164.44,0
2015-02-11-11,11.95,9.76,41.53,0
2015-02-11-12,72.90,65.87,228.99,0
2015-02-11-13,86.71,92.88,160.88,0
2015-02-11-14,71.75,70.18,173.59,0
2015-02-11-15,20.58,19.04,62.54,0
2015-02-11-16,21.75,18.68,56.84,0
2015-02-11-17,0.09,0.00,7.61,0
2015-02-11-18,0.00,0.00,0.00,0
2015-02-11-19,0.00,0.00,0.00,0
2015-02-11-20,0.00,0.00,0.00,0
2015-02-11-21,0.00,0.00,0.00,0
2015-02-11-22,0.00,0.00,0.00,0
2015-02-11-23,0.00,0.00,0.00,0
2015-02-12-0,0.00,0.00,0.00,0
2015-02-12-1,0.00,0.00,0.00,0
2015-02-12-2,0.00,0.00,0.00,0
2015-02-12-3,15.51,13.94,43.28,0
2015-02-12-4,6.01,6.25,14.23,0
2015-02-12-5,4.37,4.76,8.96,0
2015-02-12-6,4.03,4.45,10.15,0
2015-02-12-7,4.74,5.34,9.19,0
2015-02-12-8,5.56,5.63,15.80,0
2015-02-12-9,9.11,6.80,61.09,0
2015-02-12-10,13.75,11.58,67.29,0
2015-02-12-11,14.08,12.75,38.31,0
2015-02-12-12,30.03,25.46,89.43,0
2015-02-12-13,52.59,53.39,91.82,0
2015-02-12-14,57.34,52.08,171.52,0
2015-02-12-15,72.36,65.45,193.16,0
2015-02-12-16,55.19,42.21,189.53,0
2015-02-12-17,0.00,0.00,0.00,0
2015-02-12-18,0.00,0.00,0.00,0
2015-02-12-19,0.00,0.00,0.00,0
2015-02-12-20,0.00,0.00,0.00,0
2015-02-12-21,0.00,0.00,0.00,0
2015-02-12-22,0.00,0.00,0.00,0
2015-02-12-23,0.00,0.00,0.00,0
2015-02-13-0,0.00,0.00,0.00,0
2015-02-13-1,0.00,0.00,0.00,0
2015-02-13-2,0.00,0.00,0.00,0
2015-02-13-3,15.55,14.76,113.69,0
2015-02-13-4,9.32,8.32,28.47,0
2015-02-13-5,6.68,5.65,27.05,0
2015-02-13-6,5.71,4.74,22.28,0
2015-02-13-7,6.06,4.45,42.69,0
2015-02-13-8,7.02,5.04,47.18,0
2015-02-13-9,9.07,6.21,55.26,0
2015-02-13-10,11.27,6.51,180.05,0
2015-02-13-11,39.34,22.09,244.51,0
2015-02-13-12,25.17,21.03,96.19,0
2015-02-13-13,16.32,13.06,72.95,0
2015-02-13-14,12.93,11.88,37.36,0
2015-02-13-15,9.69,9.50,25.33,0
2015-02-13-16,17.04,16.90,38.93,0
2015-02-13-17,0.00,0.00,0.00,0
2015-02-13-18,0.00,0.00,0.00,0
2015-02-13-19,0.00,0.00,0.00,0
2015-02-13-20,0.00,0.00,0.00,0
2015-02-13-21,0.00,0.00,0.00,0
2015-02-13-22,0.00,0.00,0.00,0
2015-02-13-23,0.00,0.00,0.00,0
2015-02-14-0,0.00,0.00,0.00,0
2015-02-14-1,0.00,0.00,0.00,0
2015-02-14-2,0.00,0.00,0.00,0
2015-02-14-3,12.05,11.09,95.06,0
2015-02-14-4,8.46,7.12,39.13,0
2015-02-14-5,7.80,6.23,53.96,0
2015-02-14-6,9.33,5.94,57.02,0
2015-02-14-7,8.68,5.34,47.10,0
2015-02-14-8,7.89,5.67,37.65,0
2015-02-14-9,7.00,4.74,27.48,0
2015-02-14-10,6.51,4.14,102.12,0
2015-02-14-11,7.48,4.73,33.50,0
2015-02-14-12,8.37,5.62,32.01,0
2015-02-14-13,6.82,4.72,32.34,0
2015-02-14-14,6.29,4.44,30.58,0
2015-02-14-15,6.50,5.02,32.92,0
2015-02-14-16,24.36,19.07,136.58,0
2015-02-14-17,0.00,0.00,0.00,0
2015-02-14-18,0.00,0.00,0.00,0
2015-02-14-19,0.00,0.00,0.00,0
2015-02-14-20,0.00,0.00,0.00,0
2015-02-14-21,0.00,0.00,0.00,0
2015-02-14-22,0.00,0.00,0.00,0
2015-02-14-23,0.00,0.00,0.00,0
2015-02-15-0,0.00,0.00,0.00,0
2015-02-15-1,0.00,0.00,0.00,0
2015-02-15-2,0.00,0.00,0.00,0
2015-02-15-3,13.71,8.95,110.69,0
2015-02-15-4,10.90,9.80,35.52,0
2015-02-15-5,8.47,7.13,32.63,0
2015-02-15-6,8.00,6.52,40.91,0
2015-02-15-7,15.37,10.06,223.66,0
2015-02-15-8,28.79,14.55,232.88,0
2015-02-15-9,39.78,34.30,201.75,0
2015-02-15-10,61.33,57.29,236.53,0
2015-02-15-11,28.64,25.22,155.58,0
2015-02-15-12,25.28,23.11,99.78,0
2015-02-15-13,70.62,68.33,186.45,0
2015-02-15-14,70.59,72.08,207.30,0
2015-02-15-15,43.68,44.31,88.92,0
2015-02-15-16,27.04,30.44,78.09,0
2015-02-15-17,0.00,0.00,0.00,0
2015-02-15-18,0.00,0.00,0.00,0
2015-02-15-19,0.00,0.00,0.00,0
2015-02-15-20,0.00,0.00,0.00,0
2015-02-15-21,0.00,0.00,0.00,0
2015-02-15-22,0.00,0.00,0.00,0
2015-02-15-23,0.00,0.00,0.00,0
2015-02-16-0,0.00,0.00,0.00,0
2015-02-16-1,0.00,0.00,0.00,0
2015-02-16-2,0.00,0.00,0.00,0
2015-02-16-3,10.94,0.00,51.09,0
2015-02-16-4,8.73,7.75,27.57,0
2015-02-16-5,6.00,5.67,22.36,0
2015-02-16-6,8.73,8.05,22.95,0
2015-02-16-7,10.07,10.40,24.12,0
2015-02-16-8,16.90,16.95,32.32,0
2015-02-16-9,25.56,23.36,86.02,0
2015-02-16-10,20.92,19.82,71.48,0
2015-02-16-11,12.44,12.19,31.97,0
2015-02-16-12,8.46,7.15,32.87,0
2015-02-16-13,7.44,5.07,42.21,0
2015-02-16-14,7.24,4.77,26.17,0
2015-02-16-15,7.07,5.37,24.12,0
2015-02-16-16,14.67,13.41,57.64,0
2015-02-16-17,0.00,0.00,0.00,0
2015-02-16-18,0.00,0.00,0.00,0
2015-02-16-19,0.00,0.00,0.00,0
2015-02-16-20,0.00,0.00,0.00,0
2015-02-16-21,0.00,0.00,0.00,0
2015-02-16-22,0.00,0.00,0.00,0
2015-02-16-23,0.00,0.00,0.00,0
2015-02-17-0,0.00,0.00,0.00,0
2015-02-17-1,0.00,0.00,0.00,0
2015-02-17-2,0.00,0.00,0.00,0
2015-02-17-3,7.48,0.00,38.68,0
2015-02-17-4,22.08,22.88,90.72,0
2015-02-17-5,20.61,20.04,180.94,0
2015-02-17-6,39.66,31.28,227.57,0
2015-02-17-7,65.22,62.19,237.56,0
2015-02-17-8,58.11,62.83,195.75,0
2015-02-17-9,47.61,46.26,191.68,0
2015-02-17-10,134.77,152.90,249.07,0
2015-02-17-11,108.05,63.87,248.84,0
2015-02-17-12,47.31,51.59,154.80,0
2015-02-17-13,33.20,29.53,97.26,0
2015-02-17-14,24.83,21.33,94.89,0
2015-02-17-15,11.65,11.61,30.86,0
2015-02-17-16,7.98,0.00,32.33,0
2015-02-17-17,0.00,0.00,0.00,0
2015-02-17-18,0.00,0.00,0.00,0
2015-02-17-19,0.00,0.00,0.00,0
2015-02-17-20,0.00,0.00,0.00,0
2015-02-17-21,0.00,0.00,0.00,0
2015-02-17-22,0.00,0.00,0.00,0
2015-02-17-23,0.00,0.00,0.00,0
2015-02-18-0,0.00,0.00,0.00,0
2015-02-18-1,0.00,0.00,0.00,0
2015-02-18-2,0.00,0.00,0.00,0
2015-02-18-3,6.09,0.00,57.80,0
2015-02-18-4,22.61,24.58,57.86,0
2015-02-18-5,30.54,22.31,245.08,0
2015-02-18-6,86.87,54.19,249.07,0
2015-02-18-7,116.00,94.84,249.07,0
2015-02-18-8,92.21,71.45,249.07,0
2015-02-18-9,48.65,35.50,246.79,0
2015-02-18-10,51.20,32.55,244.06,0
2015-02-18-11,87.27,75.66,240.09,0
2015-02-18-12,82.51,84.65,170.38,0
2015-02-18-13,50.16,51.26,108.48,0
2015-02-18-14,35.81,37.27,81.65,0
2015-02-18-15,26.22,24.32,75.05,0
2015-02-18-16,26.50,17.62,104.09,0
2015-02-18-17,0.00,0.00,0.00,0
2015-02-18-18,0.00,0.00,0.00,0
2015-02-18-19,0.00,0.00,0.00,0
2015-02-18-20,0.00,0.00,0.00,0
2015-02-18-21,0.00,0.00,0.00,0
2015-02-18-22,0.00,0.00,0.00,0
2015-02-18-23,0.00,0.00,0.00,0
2015-02-19-0,0.00,0.00,0.00,0
2015-02-19-1,0.00,0.00,0.00,0
2015-02-19-2,0.00,0.00,0.00,0
2015-02-19-3,6.53,0.00,121.31,0
2015-02-19-4,16.85,12.02,192.82,0
2015-02-19-5,17.34,11.88,141.30,0
2015-02-19-6,27.30,21.54,185.96,0
2015-02-19-7,44.90,33.04,219.72,0
2015-02-19-8,46.87,44.22,183.24,0
2015-02-19-9,17.84,17.75,50.77,0
2015-02-19-10,22.28,19.34,156.43,0
2015-02-19-11,28.09,26.10,116.09,0
2015-02-19-12,38.52,36.94,124.68,0
2015-02-19-13,23.33,21.19,59.94,0
2015-02-19-14,9.33,9.47,22.36,0
2015-02-19-15,13.28,13.27,32.41,0
2015-02-19-16,19.37,13.33,66.87,0
2015-02-19-17,0.00,0.00,0.00,0
2015-02-19-18,0.00,0.00,0.00,0
2015-02-19-19,0.00,0.00,0.00,0
2015-02-19-20,0.00,0.00,0.00,0
2015-02-19-21,0.00,0.00,0.00,0
2015-02-19-22,0.00,0.00,0.00,0
2015-02-19-23,0.00,0.00,0.00,0
2015-02-20-0,0.00,0.00,0.00,0
2015-02-20-1,0.00,0.00,0.00,0
2015-02-20-2,0.00,0.00,0.00,0
2015-02-20-3,6.22,0.00,81.92,0
2015-02-20-4,11.19,8.31,89.17,0
2015-02-20-5,5.11,3.58,40.92,0
2015-02-20-6,6.27,3.58,70.52,0
2015-02-20-7,19.00,14.53,120.44,0
2015-02-20-8,18.71,15.74,82.58,0
2015-02-20-9,41.33,44.10,137.64,0
2015-02-20-10,37.29,37.86,174.46,0
2015-02-20-11,31.56,26.40,160.08,0
2015-02-20-12,80.63,71.41,248.73,0
2015-02-20-13,69.48,67.41,196.17,0
